Id	Text	Label
14422121_3	Sveiks !	noHate
30626462_4	`` The aim and final end of all music should be none other than the glory of God and the refreshment of the soul . '' - Johann Sebastian Bach `` Where there is devotional music , God is always at hand with His gracious presence . '' - Johann Sebastian Bach	noHate
30582420_1	The guy giving the beating could very possibly be a Hispanic , I would have to see a much clearer video before I 'd give him the honor of calling him White .	noHate
13379594_1	Powerful video that shows how primitive these beasts are .	hate
30954922_1	I wish you luck , is it any wonder Jew males lust for our White women ?	hate
13864623_3	Every day they erase more of our past .	noHate
31769461_1	Fags are a big problem , they are recruiting our kids , in the schools that we pay for .	hate
13944391_2	Most if not all of the whites at my school are complete race traitors	hate
14669208_2	The next generation of humanity should thank you for not having been infected with your flawed genetic structure .	hate
30420875_3	It really pisses of the liberal leftist	hate
31732793_2	When I see this stuff nowadays it makes me wa n't to punch the white people who fall for it .	hate
14409149_3	What a joke .	noHate
13059807_1	It will be the same here when the goodies run out .	noHate
13621261_6	The Chechen beast was one of those who committed killing in the name of Allah against our Russian brothers , like the theater in Moskva .	hate
14417385_1	I simply go over their research and then regurgitate the info .	noHate
30451811_2	But what do you expect with a homosexual Muslim as the mayor ?	hate
30657972_3	And they are both singers in Leaves Eyes .	noHate
30533128_1	Responding to edit comment .	noHate
33588971_2	Then we need to establish a national day of mourning about past traitors and the harm which they caused to our people and the whole nation .	noHate
30654383_2	Egyptian TV Host : The Jews Are Using the Holocaust to Suck the Blood of the Germans - YouTube	hate
14112834_1	im a 21 year old white woman , mother of one 2 year old boy. i have been looking for others like me in oregon for quite some time now and have ony found a few .	noHate
13486963_2	But you must know that caucasians is not like blacks , they just animals and subhumans .	hate
13552491_3	Blacks and mexicans were represented thoroughly. do yourselves a favor , shoot your t.v. !	hate
12882293_2	Here you would be in and out of the ghetto in prob under a minute .	noHate
13470210_2	The Jews say they are The Chosen Ones The Blacks say they are the original Hebrews Israelites Our worst enemies want to be us and we refuse to accept that we are HIS ! ... and so it goes ..	hate
31757189_1	There are many alternatives to adopting little mud babies.There is srrogate mothers and invitro fertilization are just two.If these are not financialy possile then wait till it is .	hate
30394437_2	Lots of companies moving in , many focused on energy sector .	noHate
31766264_1	I got one during this last school year and I through it away .	noHate
14095095_3	Literally !!!!	noHate
30542077_3	Get over watching monkeys throw a ball around and get a real hobby for God 's sake .	hate
13468181_1	if you have enough money for high speed internet to download it you can probably afford the book ! you have your priorities mixed up if you have high speed internet which you 'd need to d/l it but cant feed your kids , lol .	noHate
13164557_4	Yah , I guess there is !!!	noHate
14676826_1	Here is your logic : some whites are corrupt whores for Jewish supremacists , therefore Whites should not oppose Jewish supremacist extermination of all Whites and JS efforts to control humanity 's future .	hate
30392059_1	Thank you so much for this , one day I hope the next generation is spared from the travesty brought by Public Schools , and private ( Jews can easily fake being Christian ) .	hate
13506182_1	Because the communist party was almost all jew out to kill any gentile that stood in their way or had property that the jew - communist wanted .	hate
30753197_2	Anyone white person would if they knew the truth .	noHate
13589608_3	Fathers of Sweden watch out for your daughters ' safety !	noHate
14032559_1	ye i heard that one to. or ' we all came from Africa any way so why dose it matter ' ........ my answer ? ' we evolved to be better'	hate
30762980_2	I 'm beginning to wonder with all your posts defending the greatest race-traitor and puppet-of-Jewry that Great Britain has ever produced .	hate
13507823_3	Jackson 's retrial took jurors back to the events of late summer 1977 , when two widows , Vernita Curtis , 81 and Gladys Ott , 90 , were beaten and strangled to death during burglaries a week apart in a Long Beach apartment building .	noHate
30457462_2	HIV/AIDS is n't killing them off fast enough .	hate
13503418_1	Yes, before age of 10 i never saw an negro in real life , when i moved to Holland i was horrified by the amount of non-whites .	hate
14030596_1	Got to laugh at how he is saying about how forward thinking and how much egyptians love democracy when they are about to hand power to a bunch of hard line Islamic fundamentalists who are more backward and worse than the last mob you Could n't make it up	hate
13867383_1	I can honestly say that I have minority friends , and would n't hesitate to deal with the harsh reality that they must be deported .	hate
14675832_3	If you look at an Alaskan malamute and a timber wolf that are two different species , they look a lot more alike than say a Congolese and a Swede .	hate
14268748_3	http://www.census.gov/geo/www/mapgal...inPD-1990.html	noHate
13589608_2	Beautiful Sweden poisoned by Arab/Muslim trash .	hate
30558618_1	Vail Pass and Eisenhower Tunnel - YouTube Vail Pass ( elapsed time video , with John Denver music ) GTA video gameplay , crimmigrant driver wields heavy haul truck through Los Angeles. gta san andreas - Mcdonalds truck - YouTube	noHate
31760414_1	Looking at your guys situation makes me realise how lucky I am that my high school is 100 % white however even in my remote countryside community there are more and more black 's moving into the area , and their kids .	hate
13948582_2	50 shades of brown	hate
13842819_1	They re more like a virus than human ; they get inside a country and they taint it with their sickness and pretty soon the whole country goes to hell while the government tries to ban video games because knife crime , rapes and mindless violence has skyrocketed .	hate
30560620_1	Love how the ape loses so starts going on about how he 's going to shoot him .	hate
14040105_2	My advice would be to pray about it and ask yourself what sort of person is she now .	noHate
13148088_2	Ohio in general looks to be in bad shape .	noHate
13479258_2	Innocent whites including white children all murdered by heartless groid savages .	hate
14033097_2	This land was founded by whites for whites and I prefer to punish the symptom of urban decay rather than just its zowg figurehead .	hate
14406515_2	Lumberton , Texas in Hardin County .	noHate
13385970_1	http://news.bbc.co.uk/2/hi/africa/6217719.stm There you have it folks , Nigeria is acting like one big ghetto queen squeezing out more baby negroes for a bigger handout from the government .	hate
13284493_1	She was probably the victim of a groid rage rape also .	hate
14663016_2	Mexicans have plenty of open space in their countries to develop they do n't need ours .	hate
13563834_1	The point is not the throne itself but the reason for it and what it represents to the apes fighting and tramping for it .	hate
30791003_1	I'm going to post this one a bit early just in case .	noHate
30405447_2	Once the negros start coming in bunches it will be a hellhole and the whites will have to leave again and start a new community .	hate
14095559_2	I do n't know if the person that said that ever leaves the house , but all I ever see are black guys and Mexicans everywhere .	hate
13474668_1	But unfortunately , Maine 's become the dumping ground for Somalis and other African trash .	hate
13063290_2	* Unsubscribed * Off to the SA threads .	noHate
14110260_4	Einherjer88@hotmail.com	noHate
13601461_1	There comes a moment when we must act , regardless of the consequences .	noHate
13583491_1	At least they had someone who would have lifted a weapon towards Terrorist or Commies that would have hurt them ... hehe	noHate
30660608_3	Besides Thanksgiving , to me , is just an excuse to mess around and eat as much turkey , potatoes , corn , stuffing , and cranberry sauce as I can .	noHate
31330843_3	I 'd like to see Iran wipe Israel off the map .	hate
30560311_1	Honestly if they ever fired them I 'd expect they 'd do more damage to themselves since the average negro lacks the intellect for basic firearms training .	hate
13862051_1	I registered to make comment but there appear to have a critical error , o dear .	hate
12959694_1	Yes, he has a red Firebird so the wigger 's parents thought he had promise just like all those fictional characters on t.v.	hate
13587851_5	It was ' National Song and Dance Festival ' in Estonia today and yesterday .	noHate
13621261_7	May they be put away for good .	hate
13460624_1	YouTube - Woman Opens Strip Club In Trailer Home For Teens And Offers Lap Dances To Children !	noHate
12834217_2	In order to help increase the booklets downloads , it would be great if all Stormfronters who had YouTube accounts , could display the following text in the description boxes of their uploaded YouTube videos .	noHate
13864623_2	Truly sad ...	noHate
13861494_2	Has it gone or can I just not find it ?	noHate
14664558_1	Something must be done to halt this terrible wave of immigrants entering Britain .	hate
30777933_1	Who said the Bible was written by the Jews of today ?	noHate
14673273_1	Traditionally, there have always been a lot of them despite the fact that NE Asians are the extreme version of our breeding strategy .	hate
12874777_2	The non white homelands have so much trash and crime in them that non whites mainly choose to stay away .	hate
13299159_2	I hope I see the day when thease worthless pieces of crap are OUT OF HERE .	hate
32833386_1	I can only pray this babboon mongoloid did n't have any children so his seed will not continue on on this Earth .	hate
14098049_1	LOL, pillow count means nothing , there are actually five ...	noHate
14085011_1	Yeah, when I was younger there were some old lady in my street and kids thought that she is Baba Roga , so one day I waited for her with some pipe , I almost boke her backs ...	noHate
13482336_2	Then your gonna see what hell is like .	noHate
14412910_1	All of this diversity crap needs to stop soon whites will be extinct and I 'm not living in a brown world I want a clean white world	hate
30622792_2	Blacks Will Lose Race War - YouTube	noHate
30436626_1	They all look nonwhite , look closer .	noHate
30424025_2	The have no concept of honour or of having respect for the feelings of others .	hate
31769426_2	I put you on my msn. dont accept if you dont want too	noHate
13165044_2	What typical brainwashed liberal lemming .	hate
30653614_1	Homosexuals ca n't undo the fight against White Genocide , only hypocrites can , I 'd rather have openly homosexual men on our side than closet fags or sexual deviants who skulk about pretending to be something they 're not .	hate
30481076_1	He is just telling the truth as usual the filthy jews need to clamp down as soon as possible .	hate
14024153_1	Perhaps this person would care to use the PM facility and let others know how happy he/she is to join WS .	noHate
14102718_1	lookin for white friends online ! i 'm from mexico , and i would like to meet people interested in nordic black metal and the holocaust so we can send mails to each other. : attack	noHate
13594032_8	Neither an attack on his nose ( which I ca n't distinguish from my own BTW ) .	noHate
30582478_1	How much you want to bet it is n't a black male running this operation You can count on white people to be very innovative	hate
13477832_6	There are 150K or so on SF and the other hundreds of millions just walk thru life with blinders on .	noHate
14651426_4	Elevating the negro to iconic status , is bad business .	hate
14264127_2	See UnityND.com .	noHate
13859752_4	http://www.righttomarch.com/	noHate
14417654_1	I hear some great radio ads for National Vanguard , but only during the American Dissident Voices shows .	noHate
30439769_2	That 's about the same as saying the sky is blue , or the grass is green .	noHate
13468824_2	This is the main logo when you sign on to their website	noHate
13866649_3	You 're treading on very thin ice , jimmy .	noHate
13864764_1	Thanks for your support commando 88 , pm me and we will talk .	noHate
14051885_2	They are supporting the destruction of their future generations .	hate
14411259_1	Charlton Heston is rolling over in his grave knowing an ape has been elected to the white house .	hate
12849464_2	I think you should write a book as well .	noHate
13859258_2	There are few places nowadays where there is freedom of speech so you 'll enjoy posting here !	noHate
30451625_5	Niggas do n't wait in no lines .	hate
30777933_5	How can the Jews be the same as God 's people when they are tring to kill them ?	hate
30587819_4	Will bust ribs and penetrate heart .	noHate
13584098_1	I need something translated but I would settle for a `` live '' internet sports channel that carries lithuanian or latvian sports .	noHate
13481903_3	Do you notice how the primate 's , I mean black kid 's arm is around the white girl ?	hate
14030456_1	We'll never give up ... The jews can keep trying opening our borders and sending their third world minions after the European people but WE WILL NEVER CAPITULATE ...	hate
13589434_3	I believe it started to become cooler not long after they arrived but the Nordic settlement was in fact expanding ( to the north ) until they encountered the Inuits .	noHate
14434772_3	See the threads : Over 1800 gathered to honour Daniel !	noHate
14673760_2	Their identity is the Liberal Tribe , and they seek out and morally support other members of their tribe .	hate
30535761_1	You have to defend yourself with riots happening across the country and invaders flooding across our borders .	hate
13586829_1	How on earth can they be Swedes when they are the result of race treason ?	hate
30801995_2	For analogy : you put feces in your soup you put water in your cars gasoline tank you feed your livestock poison You water your plants with salty water Giving your kids FAS You do n't need to punish these people .	noHate
30741907_1	Tell your friend he wins ; I 've now decided to make a video documentary about the Jewish Ritual Murder of Andrei Youshchinsky .	noHate
13853553_2	Ireland does n't need arab scum like these .	hate
14073987_1	One day when true people come to power in italy they will have to go back where they came from ! Italy to Italians !!	hate
13164285_3	YouTube - Orangutan Towan Paints at Woodland Park Zoo , HD	noHate
13587460_2	The downfall has begun ...	noHate
14678705_4	Was n't Beethoven a Native American ?	noHate
30753460_1	If making a personal profit from government is even in a politician 's or activist mind they are good for nothing , but kindling .	noHate
13494766_4	Whiter than Armenians for sure .	noHate
14038566_5	Is so readily happy to `` welcome '' .	noHate
14677826_4	Dumb ass that was just more Jew propaganda that shows their ( and ) your idiocy now go away with your bulls@ $ t	hate
13843158_2	No white person should ever be compared to a black and other useless races .	hate
30570257_1	Look what happens when Whites leave black Countries alone to do what they do naturally The blacks in White Countries today should be on their knees thanking Whites for trying to civilize them	hate
14059957_1	Notice how not one of these Hungarians gave one good source validating their preposterous claims , they just came here to complain and start name calling , just as stupid liberals do .	hate
12883092_2	http://youtube.com/watch ? v = gdYJjU-Nx6E The maker of this video may be Jewish , not sure , he has a big kosher-lookin nose .	hate
31741831_1	If you need some help and I could provide it , send me a PM .	noHate
30566539_1	That sounds promising , and hopefully in time there will be a couple of more days added and the extra hour too .	noHate
30641037_3	Many of them are doing just as their masters desire .	hate
14039975_1	Was walking through tooting broadway in SW London a couple of weeks ago .... was the only white dude around and all I could see was nigs and pakis walking down the street spitting , made me feel ill !	hate
13507823_6	http://www.latimes.com/news/local/la-me-death-penalty2-2010apr02,0,5824772.story * * * * * * * * Kevin Bautista , a 21-year-old black , was shot and killed Saturday , March 27 , According to an LAPD news release , Bautista was sitting in the passenger seat of his car about 6 : 15 p.m. `` when a man and woman drove up in a gray sedan and stopped at the southeast corner of 84th Street and Harvard Boulevard . ''	noHate
30673265_12	Calmady Children .	noHate
14653434_1	i am a white nationalist of a christian faith but still am a white nationalist for racial survival the anti racist christians are the true chirstians ememy	hate
12872101_1	And most people will laugh and shake their head at you when you tell them that Jews are a very dangerous group of people .	hate
13501379_2	There are really few Jews and millions of those bastards on the body of our country .	hate
30488247_1	Yes, but it is very difficult to obtain firearms in New York City .	noHate
14670038_1	I did n't realize we were offending you by pointing out how often Asians and Jews get surgery to look more White .	hate
12842423_2	It 's another way to destroy Hungarians on top of promoting * * * * * * music , race mixing and pornography .	hate
30770518_1	I bet you can see the Mexic-ants from space with the Google Earth. photo ants on picnic table CYF salt of the earth	hate
14074862_1	You mean adoption of this new found identity which in all reality is a Greek identity .	noHate
13641495_1	My wife 's favorite place in Ireland is in the Kingdom , Cloghane Village , and O' Connor 's pub. I hope that place has n't been invaded .	hate
30673265_13	Sir Thomas Lawrence .	noHate
13484057_3	http://www.nogw.com/download/ _ 07 _ il _ kidnap _ aussie.pdf	noHate
30641037_2	The jew is attempting to make the condemned beg for the noose .	hate
30632822_3	'Civilization ' is a very contemporary , yet PC-free history of Western Europe .	noHate
30641011_1	That is a good article .	noHate
30500254_13	My daughter said she had only touched the apeling 's back , not hit her .	hate
13857875_1	Beware of the falling house prices that Negroes bring with them ( another reason why you 'll never find them living near politicans ) .	hate
14038029_2	I hope you all stick around on SF and become involved/stay involved with nationalist politics .	noHate
14406596_1	Might I suggest this documentary series for getting rid of europhobic tendencies ?	noHate
13291133_1	Not only is this case typical of the feral sub humans but it 's a perfect example for our people of how totally out of control they are and that they cannot be allowed to remain among us .	hate
13844825_1	They do it because they know it pisses the whites off , by showing disrespect as such for other people shows they have no respect for themselves .	hate
13435014_1	I went to Oklahoma for thanksgiving and spent over a $ 100.00 on their ( Amish ) pies , turkey and other food .	noHate
14671966_1	Maybe they 're confusing the fact that we 're tired of LIBTARDS on TV for our being tired of White people .	hate
14109373_1	I'm looking for a white enchanting girl , That I can have by my side , . through the thick filth that us americans go through and the best of times aswell .	hate
13591809_3	So that excludes uneducated third worlders .	hate
13479789_2	No matter how many times I browse through it , its impact does n't lessen .	noHate
13868014_7	Make a visit here , lad . .	noHate
30475683_2	I remember when that happened ..... could n't have happened to a nicer guy .	noHate
13286209_1	Unfortunately I have n't kept up with this maddening story , but have hate crime charges been filed against these black apes ?	hate
13867243_1	I do n't have a problem with English working or living in Ireland , maybe it was your personality that was the problem .	noHate
13163736_1	The Chinese have really built their country in the past few decades and that included lots of high speed rail .	noHate
13072439_1	Well then , that makes the fact these scum are sending millions of their kin to my country , taking jobs from the White inhabitants , killing our people and mongrelizing our race all alright then .	hate
31712702_1	The reason y i dropped out of school was because either , i drop out or i got kicked out. i always fought with the packi gang at my school. and i was never going to back down. in auto class i handed the n * igger a monkey wrench and told him the name suited him aswell. all the non-whites hated me because i wore a `` nazi punk '' and a `` white pride '' patch on my coat and backpack. a got in a fight with some black chick and i won. the next day her butchy sister caught up with me in the hall way and said that after school her and i where gonna fight. i told her `` no if u wanna fight , we 're gonna fight right here right now. not after school where u can gather the rest of u monkies up so it 's an uneven fight '' . she huffed and stormed away. - we neevr did get to fight the last straw was the first day of school i had a forgein substitute teacher. so i was talkin and and this guy was on my case about turning around and getting my work done. he had to ask me this a few times and then finially i stood up and said , `` look , i 'm white ur black , i should be telling u whut to do ! '' ohhh man , my guidance conslour did n't like that nor did my principal .... ( this was n't at school this happened a month or so ago but these people went to my school ) i had a n * igger try to rob me at knife point in the forest while his gf sat back and watched. my friend came by and jumped him and i personally went after the chick. she ran and i caught up to her and smashed her head into a tree. thats only some of my stories ....... i got a few more but i dont have the time	hate
33045544_2	The link in my sig lne `` Christian Identity and Identifying the jew '' explains this	hate
13455369_2	WE CRIPPIN NIGGA .	hate
